player_id,slot,position,position_code
kesslwa01,1,Center,C
keybr01,1,Small Forward,SF
kiddgmi01,1,Small Forward,SF
kiddgmi01,2,Power Forward,PF
kiddst01,1,Shooting Guard,SG
kingge03,1,Small Forward,SF
kinglo02,1,Small Forward,SF
kinglo02,2,Power Forward,PF
kispeco01,1,Small Forward,SF
klebima01,1,Power Forward,PF
klebima01,2,Center,C
klintbo01,1,Small Forward,SF
knechda01,1,Small Forward,SF
knighbr03,1,Point Guard,PG
knighbr03,2,Shooting Guard,SG
knighna01,1,Power Forward,PF
knighna01,2,Center,C
knoxke01,1,Small Forward,SF
knoxke01,2,Power Forward,PF
kolekty01,1,Point Guard,PG
kolokch01,1,Center,C
konchjo01,1,Shooting Guard,SG
konchjo01,2,Small Forward,SF
korkmfu01,1,Shooting Guard,SG
kornelu01,1,Center,C
korveky01,1,Shooting Guard,SG
korveky01,2,Small Forward,SF
korveky01,3,Power Forward,PF
koufoko01,1,Center,C
krejcvi01,1,Point Guard,PG
krejcvi01,2,Shooting Guard,SG
kulboar01,1,Small Forward,SF
kuminjo01,1,Power Forward,PF
kuminjo01,2,Small Forward,SF
kurucro01,1,Small Forward,SF
kurucro01,2,Power Forward,PF
kuzmaky01,1,Power Forward,PF
kuzmaky01,2,Small Forward,SF
labissk01,1,Power Forward,PF
labissk01,2,Center,C
lamban01,1,Small Forward,SF
lambje01,1,Shooting Guard,SG
lambje01,2,Small Forward,SF
landajo01,1,Center,C
langfro01,1,Shooting Guard,SG
laravja01,1,Power Forward,PF
larsspe01,1,Shooting Guard,SG
lavinza01,1,Shooting Guard,SG
lavinza01,2,Small Forward,SF
lavinza01,3,Point Guard,PG
lawsoaj01,1,Shooting Guard,SG
lawvi01,1,Power Forward,PF
laymaja01,1,Small Forward,SF
leaftj01,1,Power Forward,PF
lecquja01,1,Point Guard,PG
lecquja01,2,Shooting Guard,SG
leeco01,1,Shooting Guard,SG
leeda03,1,Shooting Guard,SG
leesa01,1,Point Guard,PG
lemonwa01,1,Point Guard,PG
lenal01,1,Center,C
leonaka01,1,Small Forward,SF
leoname01,1,Center,C
leoname01,2,Power Forward,PF
leonsma01,1,Small Forward,SF
leuerjo01,1,Power Forward,PF
leuerjo01,2,Center,C
leverca01,1,Shooting Guard,SG
leverca01,2,Small Forward,SF
lewiski01,1,Point Guard,PG
lewisma05,1,Small Forward,SF
lewissc01,1,Shooting Guard,SG
liddeej01,1,Power Forward,PF
lillada01,1,Point Guard,PG
linje01,1,Point Guard,PG
linje01,2,Shooting Guard,SG
littlna01,1,Small Forward,SF
littlna01,2,Power Forward,PF
livelde01,1,Center,C
liveris01,1,Power Forward,PF
liveris01,2,Small Forward,SF
livinch01,1,Small Forward,SF
livinsh01,1,Point Guard,PG
livinsh01,2,Shooting Guard,SG
loftoke01,1,Power Forward,PF
loftoza01,1,Shooting Guard,SG
looneke01,1,Center,C
looneke01,2,Power Forward,PF
lopezbr01,1,Center,C
lopezro01,1,Center,C
louzama01,1,Small Forward,SF
louzama01,2,Shooting Guard,SG
loveke01,1,Power Forward,PF
loveke01,2,Center,C
lowryky01,1,Point Guard,PG
loydjo01,1,Point Guard,PG
lucaska01,1,Point Guard,PG
lundbga01,1,Shooting Guard,SG
lundyse01,1,Small Forward,SF
luwawti01,1,Small Forward,SF
lydonty01,1,Power Forward,PF
lylestr01,1,Power Forward,PF
machasc01,1,Point Guard,PG
macksh01,1,Point Guard,PG
macksh01,2,Shooting Guard,SG
maconda01,1,Point Guard,PG
maconda01,2,Shooting Guard,SG
macurjp01,1,Shooting Guard,SG
magetjo01,1,Point Guard,PG
magnawi01,1,Center,C
mahinia01,1,Center,C
makerth01,1,Center,C
makerth01,2,Power Forward,PF
maledth01,1,Point Guard,PG
mamuksa01,1,Center,C
mamuksa01,2,Power Forward,PF
maneka01,1,Point Guard,PG
mannini01,1,Point Guard,PG
mannte01,1,Shooting Guard,SG
mannte01,2,Small Forward,SF
manntr01,1,Point Guard,PG
marjabo01,1,Center,C
markkla01,1,Power Forward,PF
markkla01,2,Small Forward,SF
marshna01,1,Small Forward,SF
martica02,1,Small Forward,SF
martico01,1,Small Forward,SF
martija01,1,Power Forward,PF
martija02,1,Small Forward,SF
martije02,1,Point Guard,PG
martike03,1,Small Forward,SF
martike04,1,Small Forward,SF
martike04,2,Power Forward,PF
martity01,1,Shooting Guard,SG
masonfr01,1,Point Guard,PG
matenya01,1,Power Forward,PF
mathega01,1,Shooting Guard,SG
mathida01,1,Shooting Guard,SG
mathube01,1,Small Forward,SF
mathube01,2,Shooting Guard,SG
matkoka01,1,Power Forward,PF
matthwe02,1,Shooting Guard,SG
matthwe02,2,Small Forward,SF
maxeyty01,1,Point Guard,PG
maxeyty01,2,Shooting Guard,SG
mayssk01,1,Shooting Guard,SG
mayssk01,2,Point Guard,PG
mbahalu01,1,Power Forward,PF
mbahalu01,2,Small Forward,SF
mcbrimi01,1,Point Guard,PG
mccaija01,1,Shooting Guard,SG
mccaija01,2,Point Guard,PG
mccalta01,1,Shooting Guard,SG
mccawpa01,1,Shooting Guard,SG
mccawpa01,2,Small Forward,SF
mccluma01,1,Shooting Guard,SG
mccluma01,2,Point Guard,PG
mccolcj01,1,Shooting Guard,SG
mccolcj01,2,Point Guard,PG
mccontj01,1,Point Guard,PG
mcculke01,1,Small Forward,SF
mcdanja01,1,Small Forward,SF
mcdanja02,1,Power Forward,PF
mcdanja02,2,Small Forward,SF
mcderdo01,1,Small Forward,SF
mcderdo01,2,Power Forward,PF
mcderse01,1,Small Forward,SF
mcgeeja01,1,Center,C
mcgowbr01,1,Shooting Guard,SG
mcgrica01,1,Small Forward,SF
mcgruro01,1,Shooting Guard,SG
mckinal01,1,Small Forward,SF
mclauja01,1,Point Guard,PG
mclaujo01,1,Point Guard,PG
mclembe01,1,Shooting Guard,SG
mclembe01,2,Small Forward,SF
mcraejo01,1,Shooting Guard,SG
mcraejo01,2,Point Guard,PG
mcveija01,1,Power Forward,PF
meeksjo01,1,Shooting Guard,SG
mejrisa01,1,Center,C
mellini01,1,Power Forward,PF
mellini01,2,Center,C
meltode01,1,Point Guard,PG
meltode01,2,Shooting Guard,SG
mensana01,1,Center,C
merrisa01,1,Shooting Guard,SG
metuch01,1,Center,C
metuch01,2,Power Forward,PF
micicva01,1,Point Guard,PG
middlkh01,1,Small Forward,SF
middlkh01,2,Shooting Guard,SG
mikaer01,1,Center,C
milescj01,1,Small Forward,SF
milescj01,2,Shooting Guard,SG
milescj01,3,Point Guard,PG
millebr02,1,Small Forward,SF
milleda01,1,Small Forward,SF
milleem01,1,Power Forward,PF
millejo02,1,Small Forward,SF
millele01,1,Small Forward,SF
millema01,1,Small Forward,SF
millspa01,1,Power Forward,PF
millspa01,2,Center,C
millspa02,1,Point Guard,PG
millspa02,2,Shooting Guard,SG
miltosh01,1,Shooting Guard,SG
minayju01,1,Small Forward,SF
minixri01,1,Small Forward,SF
minotjo01,1,Small Forward,SF
mirotni01,1,Power Forward,PF
missiyv01,1,Center,C
mitchaj01,1,Shooting Guard,SG
mitchda01,1,Point Guard,PG
mitchdo01,1,Shooting Guard,SG
mitchdo01,2,Point Guard,PG
mitrona01,1,Shooting Guard,SG
mobleev01,1,Power Forward,PF
mobleis01,1,Power Forward,PF
mogbojo01,1,Power Forward,PF
mokokad01,1,Shooting Guard,SG
mokokad01,2,Small Forward,SF
monekch01,1,Small Forward,SF
monkma01,1,Shooting Guard,SG
monrogr01,1,Center,C
monrogr01,2,Power Forward,PF
moodymo01,1,Shooting Guard,SG
moonema01,1,Shooting Guard,SG
moonxa01,1,Shooting Guard,SG
mooreet01,1,Shooting Guard,SG
mooreet01,2,Point Guard,PG
mooreta02,1,Shooting Guard,SG
moorewe01,1,Shooting Guard,SG
moranja01,1,Point Guard,PG
moreler01,1,Power Forward,PF
morgaju01,1,Power Forward,PF
morrija01,1,Shooting Guard,SG
morrima02,1,Power Forward,PF
morrima03,1,Power Forward,PF
morrima03,2,Small Forward,SF
morrimo01,1,Point Guard,PG
motiedo01,1,Power Forward,PF
motlejo01,1,Power Forward,PF
mudiaem01,1,Point Guard,PG
muldemy01,1,Point Guard,PG
muldemy01,2,Small Forward,SF
murkead01,1,Shooting Guard,SG
murphtr02,1,Small Forward,SF
murrade01,1,Point Guard,PG
murrade01,2,Shooting Guard,SG
murraja01,1,Point Guard,PG
murraja01,2,Shooting Guard,SG
murrake02,1,Small Forward,SF
murrake02,2,Power Forward,PF
murrakr01,1,Small Forward,SF
musadz01,1,Small Forward,SF
musadz01,2,Shooting Guard,SG
muscami01,1,Center,C
muscami01,2,Power Forward,PF
mykhasv01,1,Small Forward,SF
naderab01,1,Small Forward,SF
nancela02,1,Power Forward,PF
nancela02,2,Center,C
nancepe01,1,Power Forward,PF
nancepe01,2,Center,C
napiesh01,1,Point Guard,PG
nembhan01,1,Shooting Guard,SG
nembhan01,2,Point Guard,PG
nembhrj01,1,Shooting Guard,SG
nesmiaa01,1,Small Forward,SF
netora01,1,Point Guard,PG
newmama01,1,Point Guard,PG
newmama01,2,Shooting Guard,SG
newtotr01,1,Shooting Guard,SG
nfalyda01,1,Center,C
niangge01,1,Power Forward,PF
nixda01,1,Point Guard,PG
nixda01,2,Shooting Guard,SG
nnajize01,1,Power Forward,PF
noahjo01,1,Center,C
noelne01,1,Center,C
noelne01,2,Power Forward,PF
norrimi01,1,Power Forward,PF
norveza01,1,Shooting Guard,SG
nowelja01,1,Shooting Guard,SG
nowelma01,1,Shooting Guard,SG
nowitdi01,1,Power Forward,PF
nowitdi01,2,Center,C
ntilila01,1,Point Guard,PG
ntilila01,2,Shooting Guard,SG
nunnaja01,1,Small Forward,SF
nunnke01,1,Shooting Guard,SG
nunnke01,2,Point Guard,PG
nurkiju01,1,Center,C
nwabada01,1,Small Forward,SF
nwabada01,2,Shooting Guard,SG
nworajo01,1,Small Forward,SF
ojelese01,1,Power Forward,PF
okafoja01,1,Center,C
okekech01,1,Power Forward,PF
okekech01,2,Small Forward,SF
okoboel01,1,Point Guard,PG
okogijo01,1,Shooting Guard,SG
okongon01,1,Center,C
okorois01,1,Small Forward,SF
okorois01,2,Shooting Guard,SG
okpalkz01,1,Power Forward,PF
oladivi01,1,Shooting Guard,SG
oladivi01,2,Point Guard,PG
olivaqu01,1,Point Guard,PG
oliveca01,1,Small Forward,SF
olynyke01,1,Center,C
olynyke01,2,Power Forward,PF
omorueu01,1,Small Forward,SF
onealro01,1,Small Forward,SF
onimi01,1,Shooting Guard,SG
onimi01,2,Small Forward,SF
oquinky01,1,Center,C
oquinky01,2,Power Forward,PF
osmande01,1,Small Forward,SF
oturuda01,1,Center,C
oubreke01,1,Small Forward,SF
owensta01,1,Power Forward,PF
pachuza01,1,Center,C
paigeja01,1,Point Guard,PG
palmetr01,1,Shooting Guard,SG
pangoke01,1,Point Guard,PG
pargoje01,1,Point Guard,PG
pargoje01,2,Shooting Guard,SG
parkeja01,1,Power Forward,PF
parketo01,1,Point Guard,PG
parsoch01,1,Small Forward,SF
parsoch01,2,Power Forward,PF
pascher01,1,Power Forward,PF
pasecan01,1,Center,C
pattepa01,1,Power Forward,PF
pattoju01,1,Center,C
paulch01,1,Point Guard,PG
payneca01,1,Point Guard,PG
payneca01,2,Shooting Guard,SG
paytoel01,1,Point Guard,PG
paytoga02,1,Shooting Guard,SG
paytoga02,2,Point Guard,PG
paytoga02,3,Small Forward,SF
pelleno01,1,Center,C
pereima01,1,Small Forward,SF
perryre01,1,Power Forward,PF
peterdr01,1,Power Forward,PF
petrufi01,1,Center,C
phillju01,1,Small Forward,SF
pickeja01,1,Small Forward,SF
pickeja01,2,Power Forward,PF
pickeja02,1,Shooting Guard,SG
pinsoth01,1,Shooting Guard,SG
pinsoth01,2,Small Forward,SF
pippesc02,1,Point Guard,PG
plowdda01,1,Shooting Guard,SG
plumlma01,1,Center,C
plumlmi01,1,Center,C
podzibr01,1,Shooting Guard,SG
poeltja01,1,Center,C
poirivi01,1,Center,C
pokusal01,1,Power Forward,PF
pondequ01,1,Small Forward,SF
pondequ01,2,Shooting Guard,SG
pondssh01,1,Point Guard,PG
ponsyv01,1,Small Forward,SF
poolejo01,1,Shooting Guard,SG
poolejo01,2,Point Guard,PG
portecr01,1,Point Guard,PG
portejo01,1,Power Forward,PF
porteke02,1,Shooting Guard,SG
porteke02,2,Point Guard,PG
porteke02,3,Small Forward,SF
portemi01,1,Small Forward,SF
porteot01,1,Small Forward,SF
porteot01,2,Power Forward,PF
portibo01,1,Power Forward,PF
portibo01,2,Center,C
porzikr01,1,Center,C
porzikr01,2,Power Forward,PF
postqu01,1,Power Forward,PF
pottemi01,1,Power Forward,PF
pottemi01,2,Center,C
poweldw01,1,Center,C
poweldw01,2,Power Forward,PF
powelmy01,1,Point Guard,PG
powelno01,1,Shooting Guard,SG
powelno01,2,Small Forward,SF
poythal01,1,Power Forward,PF
prestja01,1,Point Guard,PG
primojo01,1,Shooting Guard,SG
primojo01,2,Small Forward,SF
princta02,1,Power Forward,PF
princta02,2,Small Forward,SF
pritcpa01,1,Point Guard,PG
pritcpa01,2,Shooting Guard,SG
prospol01,1,Power Forward,PF
pullizy01,1,Shooting Guard,SG
qizh01,1,Power Forward,PF
qizh01,2,Center,C
queentr01,1,Shooting Guard,SG
quetane01,1,Center,C
quickim01,1,Point Guard,PG
quickim01,2,Shooting Guard,SG
quinole01,1,Shooting Guard,SG
rabbiv01,1,Power Forward,PF
ramseja01,1,Shooting Guard,SG
randlch01,1,Point Guard,PG
randlju01,1,Power Forward,PF
randlju01,2,Center,C
reathdu01,1,Center,C
reaveau01,1,Shooting Guard,SG
reavejo02,1,Small Forward,SF
reddica01,1,Small Forward,SF
redicjj01,1,Shooting Guard,SG
redicjj01,2,Point Guard,PG
reedda01,1,Shooting Guard,SG
reedpa01,1,Center,C
reedpa01,2,Power Forward,PF
reeseal01,1,Power Forward,PF
reevean01,1,Shooting Guard,SG
reidna01,1,Center,C
reidna01,2,Power Forward,PF
reynoca01,1,Small Forward,SF
reynoca01,2,Shooting Guard,SG
rhodeja01,1,Shooting Guard,SG
richajo01,1,Shooting Guard,SG
richajo01,2,Small Forward,SF
richama01,1,Shooting Guard,SG
richani01,1,Center,C
richani01,2,Power Forward,PF
rillegr01,1,Point Guard,PG
risacza01,1,Small Forward,SF
riverau01,1,Shooting Guard,SG
riverau01,2,Point Guard,PG
robbili01,1,Center,C
roberan03,1,Shooting Guard,SG
roberan03,2,Small Forward,SF
robinde01,1,Small Forward,SF
robindu01,1,Small Forward,SF
robindu01,2,Shooting Guard,SG
robingl02,1,Small Forward,SF
robingl02,2,Shooting Guard,SG
robinje01,1,Shooting Guard,SG
robinje02,1,Power Forward,PF
robinje02,2,Center,C
robinju01,1,Point Guard,PG
robinmi01,1,Center,C
robinor01,1,Center,C
robyis01,1,Power Forward,PF
roddyda01,1,Power Forward,PF
rolliry01,1,Point Guard,PG
rondora01,1,Point Guard,PG
rosede01,1,Point Guard,PG
rosste01,1,Shooting Guard,SG
rosste01,2,Small Forward,SF
roweja01,1,Power Forward,PF
roziete01,1,Point Guard,PG
roziete01,2,Shooting Guard,SG
rubiori01,1,Point Guard,PG
ruperra01,1,Shooting Guard,SG
russeda01,1,Point Guard,PG
ryanma01,1,Small Forward,SF
sabondo01,1,Center,C
sabondo01,2,Power Forward,PF
salauti01,1,Power Forward,PF
samanlu01,1,Power Forward,PF
sampsbr01,1,Shooting Guard,SG
sampsja02,1,Small Forward,SF
sampsja02,2,Power Forward,PF
samueje01,1,Small Forward,SF
sanogad01,1,Power Forward,PF
sanogad01,2,Center,C
santogu01,1,Power Forward,PF
saricda01,1,Power Forward,PF
saricda01,2,Center,C
sarral01,1,Center,C
sarral01,2,Power Forward,PF
sarrol01,1,Center,C
sassema01,1,Point Guard,PG
satorto01,1,Shooting Guard,SG
satorto01,2,Point Guard,PG
satorto01,3,Small Forward,SF
schakjo01,1,Small Forward,SF
schakjo01,2,Shooting Guard,SG
scheiba01,1,Shooting Guard,SG
schofad01,1,Power Forward,PF
schofad01,2,Small Forward,SF
schrode01,1,Point Guard,PG
schrode01,2,Shooting Guard,SG
scottmi01,1,Power Forward,PF
scotttr01,1,Small Forward,SF
scrubja01,1,Shooting Guard,SG
seabrde01,1,Shooting Guard,SG
sefolth01,1,Shooting Guard,SG
sefolth01,2,Small Forward,SF
sefolth01,3,Power Forward,PF
seldewa01,1,Shooting Guard,SG
sengual01,1,Center,C
sensabr01,1,Small Forward,SF
sextoco01,1,Shooting Guard,SG
sextoco01,2,Point Guard,PG
shamela01,1,Shooting Guard,SG
shannte01,1,Shooting Guard,SG
sharpda01,1,Center,C
sharpda01,2,Power Forward,PF
sharpsh01,1,Shooting Guard,SG
shayoma01,1,Shooting Guard,SG
sheadja01,1,Point Guard,PG
sheppbe01,1,Shooting Guard,SG
sheppre01,1,Point Guard,PG
sheppre01,2,Shooting Guard,SG
shumpim01,1,Shooting Guard,SG
shumpim01,2,Small Forward,SF
shumpim01,3,Point Guard,PG
siakapa01,1,Power Forward,PF
siberjo01,1,Shooting Guard,SG
silvach01,1,Power Forward,PF
simmobe01,1,Point Guard,PG
simmojo02,1,Shooting Guard,SG
simmojo02,2,Small Forward,SF
simmoko01,1,Point Guard,PG
simmoko01,2,Shooting Guard,SG
simonan01,1,Shooting Guard,SG
simonma01,1,Center,C
simpskj01,1,Point Guard,PG
simpsza01,1,Point Guard,PG
simsja01,1,Shooting Guard,SG
simsje01,1,Center,C
simsje01,2,Power Forward,PF
sirvyde01,1,Shooting Guard,SG
skapidm01,1,Center,C
slawsja01,1,Small Forward,SF
smailal01,1,Power Forward,PF
smailal01,2,Center,C
smartja01,1,Point Guard,PG
smartma01,1,Point Guard,PG
smartma01,2,Shooting Guard,SG
smithde03,1,Point Guard,PG
smithdr01,1,Shooting Guard,SG
smithis01,1,Point Guard,PG
smithja02,1,Center,C
smithja02,2,Power Forward,PF
smithja04,1,Center,C
smithja04,2,Power Forward,PF
smithja05,1,Power Forward,PF
smithjr01,1,Shooting Guard,SG
smithjr01,2,Small Forward,SF
smithni01,1,Shooting Guard,SG
smithte01,1,Point Guard,PG
smithto05,1,Power Forward,PF
smithty02,1,Power Forward,PF
smithzh01,1,Shooting Guard,SG
smithzh01,2,Small Forward,SF
sneedxa01,1,Small Forward,SF
snellto01,1,Shooting Guard,SG
snellto01,2,Small Forward,SF
sochaje01,1,Power Forward,PF
spaldra01,1,Power Forward,PF
spaldra01,2,Center,C
spellom01,1,Center,C
spellom01,2,Power Forward,PF
spencca01,1,Shooting Guard,SG
spencpa01,1,Point Guard,PG
sprinja01,1,Shooting Guard,SG
sprinja01,2,Point Guard,PG
stanlca01,1,Shooting Guard,SG
stausni01,1,Shooting Guard,SG
stephdj01,1,Shooting Guard,SG
stephla01,1,Shooting Guard,SG
stephla01,2,Small Forward,SF
stephla01,3,Point Guard,PG
steveis01,1,Point Guard,PG
stevela01,1,Power Forward,PF
stevela01,2,Small Forward,SF
stewais01,1,Center,C
stewais01,2,Power Forward,PF
strawju01,1,Small Forward,SF
strawju01,2,Shooting Guard,SG
strusma01,1,Small Forward,SF
suggsja01,1,Shooting Guard,SG
suggsja01,2,Point Guard,PG
sumneed01,1,Shooting Guard,SG
sumneed01,2,Point Guard,PG
swanica01,1,Power Forward,PF
swanica01,2,Center,C
swideco01,1,Small Forward,SF
swordcr01,1,Shooting Guard,SG
sykeske01,1,Point Guard,PG
tateja01,1,Small Forward,SF
tateja01,2,Power Forward,PF
tatumja01,1,Small Forward,SF
tatumja01,2,Power Forward,PF
taylote01,1,Power Forward,PF
teaguje01,1,Point Guard,PG
templga01,1,Shooting Guard,SG
templga01,2,Small Forward,SF
templga01,3,Point Guard,PG
teodomi01,1,Point Guard,PG
terreja01,1,Shooting Guard,SG
terryda01,1,Shooting Guard,SG
terryem01,1,Power Forward,PF
terryty01,1,Point Guard,PG
teskejo01,1,Center,C
theisda01,1,Center,C
thomabr01,1,Shooting Guard,SG
thomaca02,1,Shooting Guard,SG
thomais02,1,Point Guard,PG
thomais02,2,Shooting Guard,SG
thomakh01,1,Shooting Guard,SG
thomala01,1,Power Forward,PF
thomala01,2,Small Forward,SF
thomama02,1,Shooting Guard,SG
thompam01,1,Small Forward,SF
thompau01,1,Small Forward,SF
thompkl01,1,Shooting Guard,SG
thompkl01,2,Small Forward,SF
thomptr01,1,Center,C
thomptr01,2,Power Forward,PF
thorjt01,1,Power Forward,PF
thornsi01,1,Shooting Guard,SG
thornsi01,2,Small Forward,SF
thybuma01,1,Shooting Guard,SG
thybuma01,2,Small Forward,SF
tilliki02,1,Center,C
tillmxa01,1,Center,C
tillmxa01,2,Power Forward,PF
timmedr01,1,Power Forward,PF
toddis01,1,Power Forward,PF
tollian01,1,Power Forward,PF
tollian01,2,Small Forward,SF
tomlina01,1,Power Forward,PF
toppija01,1,Small Forward,SF
toppiob01,1,Power Forward,PF
toscaju01,1,Small Forward,SF
toscaju01,2,Shooting Guard,SG
toupaax01,1,Small Forward,SF
townska01,1,Center,C
townska01,2,Power Forward,PF
travelu01,1,Shooting Guard,SG
trentga02,1,Shooting Guard,SG
trentga02,2,Small Forward,SF
trieral01,1,Shooting Guard,SG
tshieos01,1,Power Forward,PF
tshieos01,2,Center,C
tuckepj01,1,Small Forward,SF
tuckepj01,2,Power Forward,PF
tuckepj01,3,Shooting Guard,SG
tuckera01,1,Shooting Guard,SG
tuckera01,2,Point Guard,PG
turneev01,1,Small Forward,SF
turneev01,2,Shooting Guard,SG
turneev01,3,Point Guard,PG
turnemy01,1,Center,C
tysonhu01,1,Power Forward,PF
tysonja01,1,Shooting Guard,SG
udohek01,1,Center,C
udohek01,2,Power Forward,PF
ulisty01,1,Point Guard,PG
umudest01,1,Shooting Guard,SG
uthofja01,1,Power Forward,PF
valanjo01,1,Center,C
valende01,1,Shooting Guard,SG
valende01,2,Small Forward,SF
vandeja01,1,Power Forward,PF
vanvlfr01,1,Point Guard,PG
vanvlfr01,2,Shooting Guard,SG
varejan01,1,Center,C
varejan01,2,Power Forward,PF
vassede01,1,Shooting Guard,SG
vassede01,2,Small Forward,SF
vezenal01,1,Power Forward,PF
vildolu01,1,Point Guard,PG
vincega01,1,Point Guard,PG
vonleno01,1,Power Forward,PF
vonleno01,2,Center,C
vucevni01,1,Center,C
vukcetr01,1,Center,C
wadede01,1,Power Forward,PF
wadedw01,1,Shooting Guard,SG
wadedw01,2,Point Guard,PG
wagnefr01,1,Small Forward,SF
wagnemo01,1,Center,C
wainris01,1,Small Forward,SF
wainris01,2,Power Forward,PF
waitedi01,1,Shooting Guard,SG
walkeja01,1,Small Forward,SF
walkeja02,1,Power Forward,PF
walkeke02,1,Point Guard,PG
walkelo01,1,Shooting Guard,SG
walkemj01,1,Shooting Guard,SG
wallaca01,1,Shooting Guard,SG
wallake01,1,Point Guard,PG
wallaty01,1,Shooting Guard,SG
wallaty01,2,Point Guard,PG
walljo01,1,Point Guard,PG
walshjo01,1,Small Forward,SF
walshjo01,2,Power Forward,PF
walteja01,1,Shooting Guard,SG
waltode01,1,Point Guard,PG
wanambr01,1,Point Guard,PG
wareke01,1,Center,C
warretj01,1,Small Forward,SF
warretj01,2,Power Forward,PF
washbju01,1,Small Forward,SF
washidu02,1,Shooting Guard,SG
washidu02,2,Point Guard,PG
washipj01,1,Power Forward,PF
washipj01,2,Center,C
washity02,1,Point Guard,PG
watanyu01,1,Small Forward,SF
waterli01,1,Shooting Guard,SG
watertr01,1,Point Guard,PG
watfotr01,1,Power Forward,PF
watfotr01,2,Small Forward,SF
watsoan02,1,Small Forward,SF
watsopa01,1,Small Forward,SF
watsope01,1,Small Forward,SF
watsope01,2,Shooting Guard,SG
weathqu01,1,Shooting Guard,SG
wellsja01,1,Shooting Guard,SG
wellsja01,2,Small Forward,SF
welshth01,1,Center,C
wembavi01,1,Center,C
wembavi01,2,Power Forward,PF
weslebl01,1,Shooting Guard,SG
westbru01,1,Point Guard,PG
wheelph02,1,Power Forward,PF
whiteco01,1,Point Guard,PG
whiteco01,2,Shooting Guard,SG
whiteda01,1,Small Forward,SF
whitede01,1,Shooting Guard,SG
whitede01,2,Point Guard,PG
whiteha01,1,Center,C
whiteja03,1,Small Forward,SF
whiteok01,1,Power Forward,PF
whiteok01,2,Small Forward,SF
whitmca01,1,Small Forward,SF
whittgr01,1,Power Forward,PF
wieskjo01,1,Small Forward,SF
wieskjo01,2,Shooting Guard,SG
wiggiaa01,1,Shooting Guard,SG
wiggian01,1,Small Forward,SF
wiggian01,2,Power Forward,PF
wiggili01,1,Point Guard,PG
willial03,1,Power Forward,PF
willial03,2,Center,C
willial06,1,Shooting Guard,SG
willibr03,1,Point Guard,PG
willicj01,1,Shooting Guard,SG
willico04,1,Shooting Guard,SG
willido02,1,Shooting Guard,SG
willigr01,1,Power Forward,PF
willija06,1,Shooting Guard,SG
willija06,2,Power Forward,PF
willija07,1,Center,C
willija07,2,Power Forward,PF
willije02,1,Shooting Guard,SG
willijo04,1,Power Forward,PF
willijo04,2,Center,C
willike04,1,Power Forward,PF
willike04,2,Small Forward,SF
willilo02,1,Point Guard,PG
willilo02,2,Shooting Guard,SG
willima02,1,Power Forward,PF
willima02,2,Small Forward,SF
willima07,1,Center,C
willima11,1,Center,C
willini01,1,Point Guard,PG
willipa01,1,Power Forward,PF
williro04,1,Center,C
willitr02,1,Small Forward,SF
willivi01,1,Shooting Guard,SG
willizi01,1,Power Forward,PF
willizi02,1,Small Forward,SF
wilsodj01,1,Power Forward,PF
wilsoja03,1,Power Forward,PF
windldy01,1,Small Forward,SF
winslju01,1,Power Forward,PF
winslju01,2,Small Forward,SF
winslju01,3,Shooting Guard,SG
winstca01,1,Point Guard,PG
wisemja01,1,Center,C
wongis01,1,Shooting Guard,SG
woodaro01,1,Small Forward,SF
woodch01,1,Power Forward,PF
woodch01,2,Center,C
wrighde01,1,Point Guard,PG
wrighde01,2,Shooting Guard,SG
wrighju02,1,Point Guard,PG
wrighmc01,1,Point Guard,PG
wrighmo01,1,Power Forward,PF
yabusgu01,1,Center,C
yabusgu01,2,Power Forward,PF
yorkga01,1,Shooting Guard,SG
youngja05,1,Point Guard,PG
youngni01,1,Shooting Guard,SG
youngth01,1,Power Forward,PF
youngtr01,1,Point Guard,PG
yurtsom01,1,Center,C
zelleco01,1,Center,C
zellety01,1,Center,C
zizican01,1,Center,C
zubaciv01,1,Center,C
