TeamName,Season,PlayerName,Player_id,Team_id,Pos,Ht,Wt,Birth Date,Birth,Exp,College
Chicago Bulls,2020-21,Cristiano FelÃ­cio,feliccr01,CHI,C,6-11,270,"July 7, 1992",br BR,5,
Chicago Bulls,2020-21,Daniel Gafford,gaffoda01,CHI,C,6-10,265,"October 1, 1998",us US,1,Arkansas
Chicago Bulls,2020-21,Javonte Green,greenja02,CHI,SG,6-5,205,"July 23, 1993",us US,1,Radford
Chicago Bulls,2020-21,Chandler Hutchison,hutchch01,CHI,SF,6-6,210,"April 26, 1996",us US,2,Boise State
Chicago Bulls,2020-21,Luke Kornet,kornelu01,CHI,C,7-1,250,"July 15, 1995",us US,3,Vanderbilt
Chicago Bulls,2020-21,Zach LaVine,lavinza01,CHI,SG,6-5,200,"March 10, 1995",us US,6,UCLA
Chicago Bulls,2020-21,Lauri Markkanen,markkla01,CHI,PF,7-1,240,"May 22, 1997",fi FI,3,Arizona
Chicago Bulls,2020-21,Adam Mokoka,mokokad01,CHI,SG,6-4,190,"July 18, 1998",fr FR,1,
Chicago Bulls,2020-21,Otto Porter Jr.,porteot01,CHI,SF,6-8,198,"June 3, 1993",us US,7,Georgetown
Chicago Bulls,2020-21,TomÃ¡Å¡ SatoranskÃ½,satorto01,CHI,SG,6-7,210,"October 30, 1991",cz CZ,4,
Chicago Bulls,2020-21,Garrett Temple,templga01,CHI,SG,6-5,195,"May 8, 1986",us US,10,LSU
Chicago Bulls,2020-21,Daniel Theis,theisda01,CHI,C,6-8,245,"April 4, 1992",de DE,3,
Chicago Bulls,2020-21,Denzel Valentine,valende01,CHI,SG,6-4,220,"November 16, 1993",us US,3,Michigan State
Chicago Bulls,2020-21,Nikola VuÄeviÄ,vucevni01,CHI,C,6-9,260,"October 24, 1990",ch CH,9,USC
Chicago Bulls,2020-21,Coby White,whiteco01,CHI,PG,6-4,195,"February 16, 2000",us US,1,UNC
Chicago Bulls,2020-21,Patrick Williams,willipa01,CHI,PF,6-6,215,"August 26, 2001",us US,R,Florida State
Chicago Bulls,2020-21,Thaddeus Young,youngth01,CHI,PF,6-8,225,"June 21, 1988",us US,13,Georgia Tech
Toronto Raptors,2020-21,OG Anunoby,anunoog01,TOR,SF,6-7,240,"July 17, 1997",gb GB,3,Indiana
Toronto Raptors,2020-21,Aron Baynes,baynear01,TOR,C,6-10,260,"December 9, 1986",nz NZ,8,Washington State
Toronto Raptors,2020-21,DeAndre' Bembry,bembrde01,TOR,SF,6-5,210,"July 4, 1994",us US,4,Saint Joseph's
Toronto Raptors,2020-21,Khem Birch,birchkh01,TOR,C,6-8,233,"September 28, 1992",ca CA,3,Pitt
Toronto Raptors,2020-21,Chris Boucher,bouchch01,TOR,C,6-8,200,"January 11, 1993",lc LC,3,New Mexico Junior College
Toronto Raptors,2020-21,Terence Davis,daviste02,TOR,SG,6-4,201,"May 16, 1997",us US,1,Ole Miss
Toronto Raptors,2020-21,Henry Ellenson,ellenhe01,TOR,PF,6-10,240,"January 13, 1997",us US,4,Marquette
Toronto Raptors,2020-21,Malachi Flynn,flynnma01,TOR,PG,6-1,185,"May 10, 1998",us US,R,Washington State
Toronto Raptors,2020-21,Freddie Gillespie,gillefr01,TOR,PF,6-9,245,"June 14, 1997",us US,R,Carleton College
Toronto Raptors,2020-21,Jalen Harris,harrija01,TOR,SG,6-5,195,"August 14, 1998",us US,R,Nevada
Toronto Raptors,2020-21,Rodney Hood,hoodro01,TOR,SF,6-8,208,"October 20, 1992",us US,6,Mississippi State
Toronto Raptors,2020-21,Stanley Johnson,johnsst04,TOR,PF,6-6,242,"May 29, 1996",us US,5,Arizona
Toronto Raptors,2020-21,Alex Len,lenal01,TOR,C,7-0,250,"June 16, 1993",ua UA,7,Maryland
Toronto Raptors,2020-21,Kyle Lowry,lowryky01,TOR,PG,6-0,196,"March 25, 1986",us US,14,Villanova
Toronto Raptors,2020-21,Patrick McCaw,mccawpa01,TOR,SF,6-7,181,"October 25, 1995",us US,4,UNLV
Toronto Raptors,2020-21,Norman Powell,powelno01,TOR,SG,6-3,215,"May 25, 1993",us US,5,UCLA
Toronto Raptors,2020-21,Pascal Siakam,siakapa01,TOR,PF,6-8,245,"April 2, 1994",cm CM,4,New Mexico State
Toronto Raptors,2020-21,Matt Thomas,thomama02,TOR,SG,6-3,190,"August 4, 1994",us US,1,Iowa State
Toronto Raptors,2020-21,Gary Trent Jr.,trentga02,TOR,SG,6-5,204,"January 18, 1999",us US,2,Duke
Toronto Raptors,2020-21,Fred VanVleet,vanvlfr01,TOR,SG,6-0,197,"February 25, 1994",us US,4,Wichita State
Toronto Raptors,2020-21,Yuta Watanabe,watanyu01,TOR,SF,6-9,215,"October 13, 1994",jp JP,2,George Washington
Toronto Raptors,2020-21,Paul Watson,watsopa01,TOR,SF,6-6,210,"December 30, 1994",us US,1,Fresno State
Cleveland Cavaliers,2020-21,Jarrett Allen,allenja01,CLE,C,6-9,243,"April 21, 1998",us US,3,Texas
Cleveland Cavaliers,2020-21,Marques Bolden,boldema01,CLE,C,6-10,249,"April 17, 1998",us US,1,Duke
Cleveland Cavaliers,2020-21,Quinn Cook,cookqu01,CLE,PG,6-1,180,"March 23, 1993",us US,4,Duke
Cleveland Cavaliers,2020-21,Matthew Dellavedova,dellama01,CLE,PG,6-3,200,"September 8, 1990",au AU,7,Saint Mary's
Cleveland Cavaliers,2020-21,Damyean Dotson,dotsoda01,CLE,SG,6-5,210,"May 6, 1994",us US,3,Oregon
Cleveland Cavaliers,2020-21,Andre Drummond,drumman01,CLE,C,6-11,279,"August 10, 1993",us US,8,UConn
Cleveland Cavaliers,2020-21,DantÃ© Exum,exumda01,CLE,SG,6-5,214,"July 13, 1995",au AU,5,
Cleveland Cavaliers,2020-21,Yogi Ferrell,ferreyo01,CLE,PG,6-0,178,"May 9, 1993",us US,4,Indiana
Cleveland Cavaliers,2020-21,Darius Garland,garlada01,CLE,PG,6-1,192,"January 26, 2000",us US,1,Vanderbilt
Cleveland Cavaliers,2020-21,Isaiah Hartenstein,harteis01,CLE,C,7-0,250,"May 5, 1998",us US,2,
Cleveland Cavaliers,2020-21,Mfiondu Kabengele,kabenmf01,CLE,PF,6-10,250,"August 14, 1997",ca CA,1,Florida State
Cleveland Cavaliers,2020-21,Kevin Love,loveke01,CLE,PF,6-10,251,"September 7, 1988",us US,12,UCLA
Cleveland Cavaliers,2020-21,Thon Maker,makerth01,CLE,C,7-0,221,"February 25, 1997",ss SS,4,
Cleveland Cavaliers,2020-21,Jeremiah Martin,martije02,CLE,PG,6-2,185,"June 19, 1996",us US,1,Memphis
Cleveland Cavaliers,2020-21,JaVale McGee,mcgeeja01,CLE,C,7-0,270,"January 19, 1988",us US,12,Nevada
Cleveland Cavaliers,2020-21,Larry Nance Jr.,nancela02,CLE,PF,6-6,245,"January 1, 1993",us US,5,Wyoming
Cleveland Cavaliers,2020-21,Isaac Okoro,okorois01,CLE,SG,6-4,225,"January 26, 2001",us US,R,Auburn
Cleveland Cavaliers,2020-21,Cedi Osman,osmande01,CLE,SF,6-7,230,"April 8, 1995",mk MK,3,
Cleveland Cavaliers,2020-21,Taurean Prince,princta02,CLE,PF,6-6,218,"March 22, 1994",us US,4,Baylor
Cleveland Cavaliers,2020-21,Collin Sexton,sextoco01,CLE,SG,6-3,190,"January 4, 1999",us US,2,Alabama
Cleveland Cavaliers,2020-21,Lamar Stevens,stevela01,CLE,PF,6-7,230,"July 9, 1997",us US,R,Penn State
Cleveland Cavaliers,2020-21,Brodric Thomas,thomabr01,CLE,SG,6-5,185,"January 28, 1997",us US,R,Truman State University
Cleveland Cavaliers,2020-21,Anderson VarejÃ£o,varejan01,CLE,C,6-11,273,"September 28, 1982",br BR,13,
Cleveland Cavaliers,2020-21,Dean Wade,wadede01,CLE,PF,6-9,228,"November 20, 1996",us US,1,Kansas State
Cleveland Cavaliers,2020-21,Dylan Windler,windldy01,CLE,SF,6-7,196,"September 22, 1996",us US,R,Belmont
Orlando Magic,2020-21,Al-Farouq Aminu,aminual01,ORL,PF,6-9,220,"September 21, 1990",us US,10,Wake Forest
Orlando Magic,2020-21,Cole Anthony,anthoco01,ORL,PG,6-2,185,"May 15, 2000",us US,R,UNC
Orlando Magic,2020-21,Dwayne Bacon,bacondw01,ORL,SG,6-6,221,"August 30, 1995",us US,3,Florida State
Orlando Magic,2020-21,Mo Bamba,bambamo01,ORL,C,7-0,231,"May 12, 1998",us US,2,Texas
Orlando Magic,2020-21,Khem Birch,birchkh01,ORL,C,6-8,233,"September 28, 1992",ca CA,3,Pitt
Orlando Magic,2020-21,Jordan Bone,bonejo01,ORL,PG,6-2,180,"November 5, 1997",us US,1,Tennessee
Orlando Magic,2020-21,Ignas Brazdeikis,brazdig01,ORL,SF,6-6,221,"January 8, 1999",lt LT,1,Michigan
Orlando Magic,2020-21,Devin Cannady,cannade01,ORL,PG,6-2,183,"May 21, 1996",us US,R,Princeton
Orlando Magic,2020-21,Wendell Carter Jr.,cartewe01,ORL,C,6-10,270,"April 16, 1999",us US,2,Duke
Orlando Magic,2020-21,Michael Carter-Williams,cartemi01,ORL,SG,6-6,205,"October 10, 1991",us US,7,Syracuse
Orlando Magic,2020-21,Gary Clark,clarkga01,ORL,SF,6-6,225,"November 16, 1994",us US,2,Cincinnati
Orlando Magic,2020-21,James Ennis III,ennisja01,ORL,SF,6-6,215,"July 1, 1990",us US,6,Cal State Long Beach
Orlando Magic,2020-21,Evan Fournier,fournev01,ORL,SF,6-6,205,"October 29, 1992",fr FR,8,
Orlando Magic,2020-21,Robert Franks,frankro01,ORL,PF,6-7,225,"December 18, 1996",us US,R,Washington State
Orlando Magic,2020-21,Markelle Fultz,fultzma01,ORL,PG,6-4,209,"May 29, 1998",us US,3,Washington
Orlando Magic,2020-21,Aaron Gordon,gordoaa01,ORL,PF,6-8,235,"September 16, 1995",us US,6,Arizona
Orlando Magic,2020-21,Donta Hall,halldo01,ORL,PF,6-10,230,"August 7, 1997",us US,1,Alabama
Orlando Magic,2020-21,R.J. Hampton,hamptrj01,ORL,SG,6-4,175,"February 7, 2001",us US,R,
Orlando Magic,2020-21,Gary Harris,harriga01,ORL,SG,6-4,210,"September 14, 1994",us US,6,Michigan State
Orlando Magic,2020-21,Karim ManÃ©,maneka01,ORL,PG,6-3,190,"May 16, 2000",sn SN,R,Vanier College
Orlando Magic,2020-21,Frank Mason III,masonfr01,ORL,PG,5-11,190,"April 3, 1994",us US,3,Kansas
Orlando Magic,2020-21,Chuma Okeke,okekech01,ORL,PF,6-7,229,"August 18, 1998",us US,R,Auburn
Orlando Magic,2020-21,Otto Porter Jr.,porteot01,ORL,PF,6-8,198,"June 3, 1993",us US,7,Georgetown
Orlando Magic,2020-21,Chasson Randle,randlch01,ORL,PG,6-2,185,"February 5, 1993",us US,3,Stanford
Orlando Magic,2020-21,Terrence Ross,rosste01,ORL,SG,6-6,206,"February 5, 1991",us US,8,Washington
Orlando Magic,2020-21,Sindarius Thornwell,thornsi01,ORL,SG,6-4,215,"November 15, 1994",us US,3,South Carolina
Orlando Magic,2020-21,Nikola VuÄeviÄ,vucevni01,ORL,C,6-9,260,"October 24, 1990",ch CH,9,USC
Orlando Magic,2020-21,Moritz Wagner,wagnemo01,ORL,C,6-11,245,"April 26, 1997",de DE,2,Michigan
Detroit Pistons,2020-21,Saddiq Bey,beysa01,DET,SF,6-8,215,"April 9, 1999",us US,R,Villanova
Detroit Pistons,2020-21,Tyler Cook,cookty01,DET,SF,6-8,255,"September 23, 1997",us US,1,Iowa
Detroit Pistons,2020-21,Hamidou Diallo,diallha01,DET,SF,6-5,202,"July 31, 1998",us US,2,Kentucky
Detroit Pistons,2020-21,Sekou Doumbouya,doumbse01,DET,PF,6-8,230,"December 23, 2000",gn GN,1,
Detroit Pistons,2020-21,Wayne Ellington,ellinwa01,DET,SG,6-4,207,"November 29, 1987",us US,11,UNC
Detroit Pistons,2020-21,Jerami Grant,grantje01,DET,SF,6-7,213,"March 12, 1994",us US,6,Syracuse
Detroit Pistons,2020-21,Blake Griffin,griffbl01,DET,PF,6-9,250,"March 16, 1989",us US,10,Oklahoma
Detroit Pistons,2020-21,Killian Hayes,hayeski01,DET,PG,6-4,195,"July 27, 2001",us US,R,
Detroit Pistons,2020-21,Frank Jackson,jacksfr01,DET,PG,6-3,205,"May 4, 1998",us US,2,Duke
Detroit Pistons,2020-21,Josh Jackson,jacksjo02,DET,SG,6-8,207,"February 10, 1997",us US,3,Kansas
Detroit Pistons,2020-21,Cory Joseph,josepco01,DET,PG,6-2,200,"August 20, 1991",ca CA,9,Texas
Detroit Pistons,2020-21,Saben Lee,leesa01,DET,PG,6-2,183,"June 23, 1999",us US,R,Vanderbilt
Detroit Pistons,2020-21,Rodney McGruder,mcgruro01,DET,SG,6-4,205,"July 29, 1991",us US,4,Kansas State
Detroit Pistons,2020-21,Svi Mykhailiuk,mykhasv01,DET,SF,6-7,205,"June 10, 1997",ua UA,2,Kansas
Detroit Pistons,2020-21,Jahlil Okafor,okafoja01,DET,C,6-10,270,"December 15, 1995",us US,5,Duke
Detroit Pistons,2020-21,Mason Plumlee,plumlma01,DET,C,7-0,254,"March 5, 1990",us US,7,Duke
Detroit Pistons,2020-21,Derrick Rose,rosede01,DET,PG,6-3,200,"October 4, 1988",us US,11,Memphis
Detroit Pistons,2020-21,Deividas Sirvydis,sirvyde01,DET,SG,6-8,190,"June 10, 2000",lt LT,R,
Detroit Pistons,2020-21,Dennis Smith Jr.,smithde03,DET,PG,6-2,205,"November 25, 1997",us US,3,NC State
Detroit Pistons,2020-21,Isaiah Stewart,stewais01,DET,C,6-8,250,"May 22, 2001",us US,R,Washington
Detroit Pistons,2020-21,Delon Wright,wrighde01,DET,PG,6-4,185,"April 26, 1992",us US,5,Utah
Utah Jazz,2020-21,Udoka Azubuike,azubuud01,UTA,C,6-11,270,"September 17, 1999",ng NG,R,Kansas
Utah Jazz,2020-21,Bojan BogdanoviÄ,bogdabo02,UTA,SF,6-7,226,"April 18, 1989",ba BA,6,
Utah Jazz,2020-21,Jarrell Brantley,brantja01,UTA,PF,6-5,250,"June 7, 1996",us US,1,College of Charleston
Utah Jazz,2020-21,Jordan Clarkson,clarkjo01,UTA,SG,6-5,194,"June 7, 1992",us US,6,Tulsa
Utah Jazz,2020-21,Mike Conley,conlemi01,UTA,PG,6-1,175,"October 11, 1987",us US,13,Ohio State
Utah Jazz,2020-21,Derrick Favors,favorde01,UTA,C,6-9,265,"July 15, 1991",us US,10,Georgia Tech
Utah Jazz,2020-21,Trent Forrest,forretr01,UTA,PG,6-4,210,"June 12, 1998",us US,R,Florida State
Utah Jazz,2020-21,Rudy Gobert,goberru01,UTA,C,7-1,258,"June 26, 1992",fr FR,7,
Utah Jazz,2020-21,Shaquille Harrison,harrish01,UTA,SG,6-4,195,"October 6, 1993",us US,3,Tulsa
Utah Jazz,2020-21,Elijah Hughes,hugheel01,UTA,SF,6-5,215,"March 10, 1998",us US,R,Syracuse
Utah Jazz,2020-21,Ersan Ä°lyasova,ilyaser01,UTA,PF,6-9,235,"May 15, 1987",tr TR,12,
Utah Jazz,2020-21,Joe Ingles,inglejo01,UTA,SF,6-8,220,"October 2, 1987",au AU,6,
Utah Jazz,2020-21,Donovan Mitchell,mitchdo01,UTA,PG,6-2,215,"September 7, 1996",us US,3,Louisville
Utah Jazz,2020-21,Juwan Morgan,morgaju01,UTA,PF,6-7,232,"April 17, 1997",us US,1,Indiana
Utah Jazz,2020-21,Georges Niang,niangge01,UTA,PF,6-6,230,"June 17, 1993",us US,4,Iowa State
Utah Jazz,2020-21,Royce O'Neale,onealro01,UTA,SF,6-6,226,"June 5, 1993",us US,3,Denver
Utah Jazz,2020-21,Miye Oni,onimi01,UTA,SG,6-5,206,"August 4, 1997",us US,1,Yale
Utah Jazz,2020-21,Matt Thomas,thomama02,UTA,SG,6-3,190,"August 4, 1994",us US,1,Iowa State
Phoenix Suns,2020-21,Ty-Shon Alexander,alexaty01,PHO,SG,6-3,195,"July 16, 1998",us US,R,Creighton
Phoenix Suns,2020-21,Deandre Ayton,aytonde01,PHO,C,7-0,252,"July 23, 1998",bs BS,2,Arizona
Phoenix Suns,2020-21,Devin Booker,bookede01,PHO,SG,6-5,206,"October 30, 1996",us US,5,Kentucky
Phoenix Suns,2020-21,Mikal Bridges,bridgmi01,PHO,SF,6-6,209,"August 30, 1996",us US,2,Villanova
Phoenix Suns,2020-21,Jevon Carter,carteje01,PHO,PG,6-0,200,"September 14, 1995",us US,2,West Virginia
Phoenix Suns,2020-21,Torrey Craig,craigto01,PHO,SF,6-5,221,"December 19, 1990",us US,3,USC Upstate
Phoenix Suns,2020-21,Jae Crowder,crowdja01,PHO,PF,6-6,235,"July 6, 1990",us US,8,Marquette
Phoenix Suns,2020-21,Langston Galloway,gallola01,PHO,SG,6-1,200,"December 9, 1991",us US,6,Saint Joseph's
Phoenix Suns,2020-21,Cameron Johnson,johnsca02,PHO,PF,6-8,210,"March 3, 1996",us US,1,Pitt
Phoenix Suns,2020-21,Damian Jones,jonesda03,PHO,C,6-10,245,"June 30, 1995",us US,4,Vanderbilt
Phoenix Suns,2020-21,Frank Kaminsky,kaminfr01,PHO,C,7-0,240,"April 4, 1993",us US,5,Wisconsin
Phoenix Suns,2020-21,E'Twaun Moore,mooreet01,PHO,SG,6-3,191,"February 25, 1989",us US,9,Purdue
Phoenix Suns,2020-21,Abdel Nader,naderab01,PHO,SF,6-5,225,"September 25, 1993",eg EG,3,Northern Illinois
Phoenix Suns,2020-21,Chris Paul,paulch01,PHO,PG,6-0,175,"May 6, 1985",us US,15,Wake Forest
Phoenix Suns,2020-21,Cameron Payne,payneca01,PHO,PG,6-2,183,"August 8, 1994",us US,5,Murray State
Phoenix Suns,2020-21,Dario Å ariÄ,saricda01,PHO,C,6-10,225,"April 8, 1994",hr HR,4,
Phoenix Suns,2020-21,Jalen Smith,smithja04,PHO,PF,6-8,215,"March 16, 2000",us US,R,Maryland
Denver Nuggets,2020-21,Will Barton,bartowi01,DEN,SF,6-5,181,"January 6, 1991",us US,8,Memphis
Denver Nuggets,2020-21,Bol Bol,bolbo01,DEN,PF,7-3,220,"November 16, 1999",sd SD,1,Oregon
Denver Nuggets,2020-21,Facundo Campazzo,campafa01,DEN,PG,5-10,195,"March 23, 1991",ar AR,R,
Denver Nuggets,2020-21,Vlatko ÄanÄar,cancavl01,DEN,PF,6-8,236,"April 10, 1997",si SI,1,
Denver Nuggets,2020-21,Gary Clark,clarkga01,DEN,SF,6-6,225,"November 16, 1994",us US,2,Cincinnati
Denver Nuggets,2020-21,PJ Dozier,doziepj01,DEN,SG,6-6,212,"October 25, 1996",us US,3,South Carolina
Denver Nuggets,2020-21,Aaron Gordon,gordoaa01,DEN,PF,6-8,235,"September 16, 1995",us US,6,Arizona
Denver Nuggets,2020-21,JaMychal Green,greenja01,DEN,PF,6-9,227,"June 21, 1990",us US,6,Alabama
Denver Nuggets,2020-21,R.J. Hampton,hamptrj01,DEN,SG,6-4,175,"February 7, 2001",us US,R,
Denver Nuggets,2020-21,Gary Harris,harriga01,DEN,SG,6-4,210,"September 14, 1994",us US,6,Michigan State
Denver Nuggets,2020-21,Shaquille Harrison,harrish01,DEN,SG,6-4,195,"October 6, 1993",us US,3,Tulsa
Denver Nuggets,2020-21,Isaiah Hartenstein,harteis01,DEN,C,7-0,250,"May 5, 1998",us US,2,
Denver Nuggets,2020-21,Markus Howard,howarma02,DEN,SG,5-10,175,"March 3, 1999",us US,R,Marquette
Denver Nuggets,2020-21,Nikola JokiÄ,jokicni01,DEN,C,6-11,284,"February 19, 1995",rs RS,5,
Denver Nuggets,2020-21,JaVale McGee,mcgeeja01,DEN,C,7-0,270,"January 19, 1988",us US,12,Nevada
Denver Nuggets,2020-21,Paul Millsap,millspa01,DEN,PF,6-7,257,"February 10, 1985",us US,14,Louisiana Tech
Denver Nuggets,2020-21,Monte Morris,morrimo01,DEN,PG,6-2,183,"June 27, 1995",us US,3,Iowa State
Denver Nuggets,2020-21,Jamal Murray,murraja01,DEN,PG,6-4,215,"February 23, 1997",ca CA,4,Kentucky
Denver Nuggets,2020-21,Zeke Nnaji,nnajize01,DEN,PF,6-10,240,"January 9, 2001",us US,R,Arizona
Denver Nuggets,2020-21,Michael Porter Jr.,portemi01,DEN,SF,6-10,218,"June 29, 1998",us US,1,Missouri
Denver Nuggets,2020-21,Austin Rivers,riverau01,DEN,SG,6-4,200,"August 1, 1992",us US,8,Duke
Denver Nuggets,2020-21,Greg Whittington,whittgr01,DEN,PF,6-8,210,"February 7, 1993",us US,R,Georgetown
Los Angeles Clippers,2020-21,Nicolas Batum,batumni01,LAC,SF,6-7,230,"December 14, 1988",fr FR,12,
Los Angeles Clippers,2020-21,Patrick Beverley,beverpa01,LAC,PG,6-2,180,"July 12, 1988",us US,8,Arkansas
Los Angeles Clippers,2020-21,Amir Coffey,coffeam01,LAC,SG,6-7,210,"June 17, 1997",us US,1,Minnesota
Los Angeles Clippers,2020-21,DeMarcus Cousins,couside01,LAC,C,6-10,270,"August 13, 1990",us US,9,Kentucky
Los Angeles Clippers,2020-21,Yogi Ferrell,ferreyo01,LAC,PG,6-0,178,"May 9, 1993",us US,4,Indiana
Los Angeles Clippers,2020-21,Malik Fitts,fittsma01,LAC,PF,6-5,230,"July 4, 1997",us US,R,South Florida
Los Angeles Clippers,2020-21,Paul George,georgpa01,LAC,SF,6-8,220,"May 2, 1990",us US,10,Fresno State
Los Angeles Clippers,2020-21,Serge Ibaka,ibakase01,LAC,C,6-11,235,"September 18, 1989",cg CG,11,
Los Angeles Clippers,2020-21,Reggie Jackson,jacksre01,LAC,SG,6-2,208,"April 16, 1990",it IT,9,Boston College
Los Angeles Clippers,2020-21,Mfiondu Kabengele,kabenmf01,LAC,PF,6-10,250,"August 14, 1997",ca CA,1,Florida State
Los Angeles Clippers,2020-21,Luke Kennard,kennalu01,LAC,SG,6-5,206,"June 24, 1996",us US,3,Duke
Los Angeles Clippers,2020-21,Kawhi Leonard,leonaka01,LAC,SF,6-6,225,"June 29, 1991",us US,9,San Diego State
Los Angeles Clippers,2020-21,Terance Mann,mannte01,LAC,SG,6-6,215,"October 18, 1996",us US,1,Florida State
Los Angeles Clippers,2020-21,Marcus Morris,morrima03,LAC,PF,6-8,218,"September 2, 1989",us US,9,Kansas
Los Angeles Clippers,2020-21,Daniel Oturu,oturuda01,LAC,C,6-10,240,"September 20, 1999",us US,R,Minnesota
Los Angeles Clippers,2020-21,Patrick Patterson,pattepa01,LAC,PF,6-8,235,"March 14, 1989",us US,10,Kentucky
Los Angeles Clippers,2020-21,Rajon Rondo,rondora01,LAC,PG,6-1,180,"February 22, 1986",us US,14,Kentucky
Los Angeles Clippers,2020-21,Jay Scrubb,scrubja01,LAC,SG,6-5,220,"September 1, 2000",us US,R,John A. Logan College
Los Angeles Clippers,2020-21,Lou Williams,willilo02,LAC,PG,6-2,175,"October 27, 1986",us US,15,
Los Angeles Clippers,2020-21,Ivica Zubac,zubaciv01,LAC,C,7-0,240,"March 18, 1997",ba BA,4,
Dallas Mavericks,2020-21,Tyler Bey,beyty01,DAL,SF,6-7,215,"February 10, 1998",us US,R,Colorado
Dallas Mavericks,2020-21,Jalen Brunson,brunsja01,DAL,PG,6-2,190,"August 31, 1996",us US,2,Villanova
Dallas Mavericks,2020-21,Trey Burke,burketr01,DAL,PG,6-0,185,"November 12, 1992",us US,7,Michigan
Dallas Mavericks,2020-21,Willie Cauley-Stein,caulewi01,DAL,C,7-0,240,"August 18, 1993",us US,5,Kentucky
Dallas Mavericks,2020-21,Luka DonÄiÄ,doncilu01,DAL,PG,6-8,230,"February 28, 1999",si SI,2,
Dallas Mavericks,2020-21,Dorian Finney-Smith,finnedo01,DAL,PF,6-7,220,"May 4, 1993",us US,4,Florida
Dallas Mavericks,2020-21,Josh Green,greenjo02,DAL,SG,6-6,200,"November 16, 2000",au AU,R,Arizona
Dallas Mavericks,2020-21,Tim Hardaway Jr.,hardati02,DAL,SG,6-5,205,"March 16, 1992",us US,7,Michigan
Dallas Mavericks,2020-21,Nate Hinton,hintona01,DAL,SG,6-5,210,"June 8, 1999",us US,R,Houston
Dallas Mavericks,2020-21,Wes Iwundu,iwundwe01,DAL,SF,6-6,195,"December 20, 1994",us US,3,Kansas State
Dallas Mavericks,2020-21,James Johnson,johnsja01,DAL,PF,6-7,240,"February 20, 1987",us US,11,Wake Forest
Dallas Mavericks,2020-21,Maxi Kleber,klebima01,DAL,PF,6-10,240,"January 29, 1992",de DE,3,
Dallas Mavericks,2020-21,Boban MarjanoviÄ,marjabo01,DAL,C,7-4,290,"August 15, 1988",rs RS,5,
Dallas Mavericks,2020-21,NicolÃ² Melli,mellini01,DAL,PF,6-9,236,"January 26, 1991",it IT,1,
Dallas Mavericks,2020-21,Kristaps PorziÅÄ£is,porzikr01,DAL,C,7-2,240,"August 2, 1995",lv LV,4,
Dallas Mavericks,2020-21,Dwight Powell,poweldw01,DAL,C,6-10,240,"July 20, 1991",ca CA,6,Stanford
Dallas Mavericks,2020-21,JJ Redick,redicjj01,DAL,SG,6-3,200,"June 24, 1984",us US,14,Duke
Dallas Mavericks,2020-21,Josh Richardson,richajo01,DAL,SG,6-5,200,"September 15, 1993",us US,5,Tennessee
Dallas Mavericks,2020-21,Tyrell Terry,terryty01,DAL,PG,6-2,160,"September 28, 2000",us US,R,Stanford
Portland Trail Blazers,2020-21,Carmelo Anthony,anthoca01,POR,PF,6-7,238,"May 29, 1984",us US,17,Syracuse
Portland Trail Blazers,2020-21,Keljin Blevins,blevike01,POR,SF,6-4,200,"November 24, 1995",us US,R,Southern Miss
Portland Trail Blazers,2020-21,Robert Covington,covinro01,POR,PF,6-7,209,"December 14, 1990",us US,7,Tennessee State
Portland Trail Blazers,2020-21,CJ Elleby,ellebcj01,POR,SF,6-6,200,"June 16, 2000",us US,R,Washington State
Portland Trail Blazers,2020-21,Enes Freedom,kanteen01,POR,C,6-10,250,"May 20, 1992",ch CH,9,Kentucky
Portland Trail Blazers,2020-21,Harry Giles,gilesha01,POR,C,6-10,240,"April 22, 1998",us US,2,Duke
Portland Trail Blazers,2020-21,Rondae Hollis-Jefferson,holliro01,POR,PF,6-6,217,"January 3, 1995",us US,5,Arizona
Portland Trail Blazers,2020-21,Rodney Hood,hoodro01,POR,SF,6-8,208,"October 20, 1992",us US,6,Mississippi State
Portland Trail Blazers,2020-21,Derrick Jones Jr.,jonesde02,POR,SF,6-6,210,"February 15, 1997",us US,4,UNLV
Portland Trail Blazers,2020-21,T.J. Leaf,leaftj01,POR,PF,6-10,222,"April 30, 1997",il IL,3,UCLA
Portland Trail Blazers,2020-21,Damian Lillard,lillada01,POR,PG,6-2,200,"July 15, 1990",us US,8,Weber State
Portland Trail Blazers,2020-21,Nassir Little,littlna01,POR,PF,6-6,220,"February 11, 2000",us US,1,UNC
Portland Trail Blazers,2020-21,CJ McCollum,mccolcj01,POR,SG,6-3,190,"September 19, 1991",us US,7,Lehigh
Portland Trail Blazers,2020-21,Jusuf NurkiÄ,nurkiju01,POR,C,6-11,290,"August 23, 1994",ba BA,6,
Portland Trail Blazers,2020-21,Norman Powell,powelno01,POR,SF,6-3,215,"May 25, 1993",us US,5,UCLA
Portland Trail Blazers,2020-21,Anfernee Simons,simonan01,POR,SG,6-3,200,"June 8, 1999",us US,2,
Portland Trail Blazers,2020-21,Gary Trent Jr.,trentga02,POR,SG,6-5,204,"January 18, 1999",us US,2,Duke
Los Angeles Lakers,2020-21,Kostas Antetokounmpo,antetko01,LAL,PF,6-10,200,"November 20, 1997",gr GR,2,Dayton
